ID;Cost_claims_year;Cost_claims_by_type;Claims_type
6771;1885.48;77.63;complaint
6771;1885.48;67.11;travel assistance
6771;1885.48;1740.74;negligence
6774;82.4;82.4;travel assistance
6779;1180.96;1180.96;complaint
6791;13340.6;81.31;complaint
6791;13340.6;13259.29;negligence
6792;60.76;60.76;travel assistance
6805;638.52;638.52;complaint
6820;187.28;63.12;travel assistance
6820;187.28;62.15;travel assistance
6820;187.28;62.01;travel assistance
6826;50.09;50.09;travel assistance
6831;801.38;391.49;travel assistance
6831;801.38;409.89;broken windows
6844;49.95;49.95;travel assistance
6848;370.8;101.84;travel assistance
6848;370.8;157.13;complaint
6848;370.8;111.83;broken windows
6852;63.74;63.74;travel assistance
6857;106.04;106.04;travel assistance
6871;588.01;588.01;travel assistance
6873;347.09;131.03;complaint
6873;347.09;216.06;negligence
6888;75.06;75.06;travel assistance
6910;655.95;655.95;complaint
6960;940.08;940.08;negligence
6966;53.14;53.14;travel assistance
6981;99.9;49.95;travel assistance
6981;99.9;49.95;travel assistance
6990;154.21;154.21;travel assistance
6992;75.44;75.44;travel assistance
7011;280.13;280.13;travel assistance
7016;55.17;55.17;travel assistance
7035;336.17;336.17;broken windows
7081;198.55;85.57;complaint
7081;198.55;102.27;negligence
7081;198.55;10.7;travel assistance
7111;71.31;71.31;complaint
7164;137.79;137.79;travel assistance
7179;270.1;183.44;complaint
7179;270.1;56.2;broken windows
7179;270.1;30.46;broken windows
7181;604.98;604.98;complaint
7183;52.09;52.09;travel assistance
7183;52.09;0;broken windows
7188;307.12;115.64;travel assistance
7188;307.12;191.48;travel assistance
7191;1183.37;1183.37;all risks
7205;118.63;118.63;travel assistance
7216;154.25;154.25;travel assistance
7220;1306;1306;complaint
7226;2626.2;2626.2;all risks
7229;162.81;162.81;broken windows
7283;268.34;268.34;complaint
7290;67.25;67.25;travel assistance
7291;260.79;260.79;complaint
7297;67.25;67.25;travel assistance
7313;80.39;23.14;complaint
7313;80.39;35.21;broken windows
7313;80.39;22.05;travel assistance
7317;155.79;103.7;complaint
7317;155.79;52.09;travel assistance
7319;67.11;67.11;travel assistance
7340;64.32;64.32;travel assistance
7343;173.54;173.54;complaint
7348;58.37;58.37;travel assistance
7361;128.94;128.94;travel assistance
7395;1727.99;130.51;complaint
7395;1727.99;99.94;travel assistance
7395;1727.99;748.77;negligence
7395;1727.99;748.77;negligence
7400;192.18;192.18;travel assistance
7401;50.09;50.09;travel assistance
7403;90.97;90.97;broken windows
7414;330.35;100.68;travel assistance
7414;330.35;60.76;travel assistance
7414;330.35;168.91;travel assistance
7422;463.16;88.14;travel assistance
7422;463.16;375.02;travel assistance
7441;310.2;310.2;travel assistance
7449;148.58;84.33;travel assistance
7449;148.58;64.25;travel assistance
7453;585.86;585.86;complaint
7470;291.1;291.1;broken windows
7499;2323.27;2323.27;all risks
7501;593.28;541.33;travel assistance
7501;593.28;51.95;travel assistance
7508;705.4;705.4;complaint
7525;106.83;106.83;travel assistance
7563;367.26;139.63;complaint
7563;367.26;211.33;negligence
7563;367.26;16.3;travel assistance
7566;124.94;60.62;travel assistance
7566;124.94;64.32;travel assistance
7592;52.09;52.09;travel assistance
7598;714.62;714.62;complaint
7637;334.91;334.91;travel assistance
7641;688.4;688.4;complaint
7648;689.01;689.01;complaint
7672;67.08;67.08;travel assistance
7684;96.74;68.83;travel assistance
7684;96.74;27.91;complaint
7701;50.09;50.09;travel assistance
7704;64.32;64.32;travel assistance
7708;570.63;570.63;complaint
7724;79.77;79.77;travel assistance
7753;144.35;144.35;broken windows
7768;64.32;64.32;travel assistance
7769;179.2;131.23;travel assistance
7769;179.2;47.97;complaint
7805;231.65;231.65;complaint
7812;63.74;63.74;travel assistance
7832;526.57;526.57;complaint
7835;3423.78;2736.43;theft
7835;3423.78;687.35;travel assistance
7837;882;882;negligence
7860;217.24;217.24;all risks
7865;1702;1702;negligence
7883;155.87;155.87;broken windows
7886;317.4;193.4;travel assistance
7886;317.4;61.13;travel assistance
7886;317.4;62.87;travel assistance
7894;531.15;531.15;broken windows
7906;519.52;519.52;all risks
7907;51.95;51.95;travel assistance
7913;140.07;140.07;broken windows
7924;2220.57;2220.57;complaint
7957;575.69;575.69;complaint
7962;67.11;67.11;travel assistance
7966;157.86;157.86;travel assistance
7972;64.46;64.46;travel assistance
7980;612.57;143.34;complaint
7980;612.57;469.23;negligence
7983;473.29;473.29;broken windows
7984;103.62;103.62;complaint
8001;61.86;61.86;travel assistance
8005;958.57;832.11;complaint
8005;958.57;126.46;travel assistance
8014;1085.61;67.25;travel assistance
8014;1085.61;136.36;travel assistance
8014;1085.61;882;negligence
8022;127.2;127.2;travel assistance
8054;1091.2;280.44;travel assistance
8054;1091.2;264.15;negligence
8054;1091.2;546.61;broken windows
8057;1052.05;1052.05;complaint
8061;60.25;60.25;travel assistance
8072;170.43;170.43;travel assistance
8097;52.09;52.09;travel assistance
8119;2661;2661;negligence
8122;1192.21;1019.94;negligence
8122;1192.21;105.16;travel assistance
8122;1192.21;67.11;travel assistance
8124;142.59;142.59;travel assistance
8130;1191.8;1191.8;negligence
8135;81.89;81.89;travel assistance
8153;1923.83;1923.83;all risks
8155;882;882;negligence
8157;50.09;50.09;travel assistance
8158;271;271;complaint
8161;131.43;64.32;travel assistance
8161;131.43;67.11;travel assistance
8163;67.25;67.25;travel assistance
8164;911.37;911.37;complaint
8167;170;170;broken windows
8180;524.01;141.19;all risks
8180;524.01;382.82;all risks
8188;103.69;103.69;broken windows
8194;971.11;971.11;negligence
8210;412.46;412.46;all risks
8219;49.95;49.95;travel assistance
8223;2616.43;104.66;travel assistance
8223;2616.43;2340.44;negligence
8223;2616.43;171.33;travel assistance
8227;3070.85;379.34;complaint
8227;3070.85;2691.51;complaint
8228;324.71;324.71;complaint
8273;64.46;64.46;travel assistance
8283;8330.6;1218.82;all risks
8283;8330.6;7111.78;injuries
8284;513.08;435.64;broken windows
8284;513.08;77.44;broken windows
8300;105.38;105.38;travel assistance
8306;167.67;167.67;travel assistance
8314;421.76;421.76;complaint
8336;85.01;85.01;broken windows
8350;259.7;259.7;travel assistance
8361;150.25;150.25;travel assistance
8364;954.45;882;negligence
8364;954.45;72.45;travel assistance
8382;51.95;51.95;travel assistance
8395;93.29;93.29;travel assistance
8410;4170.61;51.95;travel assistance
8410;4170.61;4033.22;negligence
8410;4170.61;85.44;travel assistance
8433;76.24;76.24;travel assistance
8437;55.17;55.17;travel assistance
8449;587.95;587.95;complaint
8453;64.46;64.46;travel assistance
8458;219.37;132.52;travel assistance
8458;219.37;86.85;travel assistance
8459;78.65;78.65;negligence
8461;109.19;49.95;travel assistance
8461;109.19;59.24;travel assistance
8482;473.69;473.69;complaint
8485;134.02;52.09;travel assistance
8485;134.02;81.93;travel assistance
8499;178.97;74.31;travel assistance
8499;178.97;104.66;travel assistance
8514;98.39;98.39;travel assistance
8515;1144.99;165.54;travel assistance
8515;1144.99;979.45;complaint
8534;79.25;79.25;travel assistance
8536;194.92;194.92;travel assistance
8543;82.91;82.91;travel assistance
8546;114.96;114.96;travel assistance
8559;746.8;51.95;travel assistance
8559;746.8;694.85;complaint
8577;1281.45;1281.45;complaint
8585;919.59;919.59;complaint
8627;516.91;516.91;complaint
8631;640.99;640.99;complaint
8651;67.57;67.57;travel assistance
8665;58.37;58.37;travel assistance
8667;116.88;116.88;travel assistance
8706;536.12;536.12;complaint
8711;93.03;93.03;travel assistance
8715;1102.41;1102.41;all risks
8717;1393.12;1294.66;travel assistance
8717;1393.12;98.46;travel assistance
8728;149.55;149.55;travel assistance
8736;64.32;64.32;travel assistance
8743;706.86;706.86;complaint
8756;110.16;55.08;travel assistance
8756;110.16;55.08;travel assistance
8778;531.41;531.41;complaint
8817;538.09;538.09;complaint
8824;17137.67;16985.73;all risks
8824;17137.67;151.94;travel assistance
8854;105.52;105.52;travel assistance
8859;57.12;57.12;travel assistance
8860;141.6;141.6;complaint
8874;2582.32;509.4;complaint
8874;2582.32;88.9;broken windows
8874;2582.32;1093.64;complaint
8874;2582.32;890.37;all risks
8905;490.22;490.22;complaint
8906;2605.25;2591.21;all risks
8906;2605.25;14.04;travel assistance
8914;98.2;98.2;travel assistance
8925;574.48;574.48;theft
8930;907.68;851.05;complaint
8930;907.68;56.63;travel assistance
8948;53.55;53.55;complaint
8961;175.25;175.25;travel assistance
8969;1966.31;561.29;all risks
8969;1966.31;1405.02;all risks
8972;882;882;negligence
8977;56.39;56.39;travel assistance
8997;76.71;76.71;travel assistance
9001;144.28;144.28;travel assistance
9005;52.09;52.09;travel assistance
9031;135.18;135.18;travel assistance
9039;731.52;731.52;broken windows
9044;62.43;62.43;travel assistance
9064;1254.3;1147;negligence
9064;1254.3;107.3;travel assistance
9067;467.9;322.76;all risks
9067;467.9;95.05;all risks
9067;467.9;50.09;travel assistance
9074;495.6;495.6;complaint
9080;62.28;62.28;travel assistance
9101;49.27;49.27;travel assistance
9127;260.18;260.18;complaint
9134;3057.83;3057.83;complaint
9149;114.52;114.52;travel assistance
9155;77.44;77.44;broken windows
9177;227.3;81.16;travel assistance
9177;227.3;146.14;travel assistance
9194;142.94;142.94;all risks
9202;166.9;166.9;complaint
9214;419.4;75.8;travel assistance
9214;419.4;271.24;travel assistance
9214;419.4;72.36;travel assistance
9229;479.4;479.4;complaint
9232;44.2;22.74;complaint
9232;44.2;21.46;negligence
9244;55.76;55.76;travel assistance
9251;50.09;50.09;travel assistance
9264;488.96;488.96;all risks
9275;53.14;53.14;travel assistance
9276;343.27;343.27;complaint
9285;352.98;352.98;complaint
9310;52.09;52.09;travel assistance
9316;2535.98;1204.35;all risks
9316;2535.98;1290.97;complaint
9316;2535.98;40.66;all risks
9320;389.67;389.67;broken windows
9330;94.97;26.89;complaint
9330;94.97;45.55;travel assistance
9330;94.97;22.53;travel assistance
9346;280.27;228.32;negligence
9346;280.27;51.95;travel assistance
9351;1999.17;1999.17;complaint
9356;131.89;131.89;complaint
9360;655.87;655.87;complaint
9361;52.09;52.09;travel assistance
9366;49.95;49.95;travel assistance
9373;67.82;67.82;travel assistance
9385;3495.22;67.25;travel assistance
9385;3495.22;3427.97;negligence
9396;686.9;686.9;complaint
9404;337.15;14.04;travel assistance
9404;337.15;323.11;travel assistance
9409;60.11;60.11;travel assistance
9418;2138.86;2138.86;other
9419;354.89;68.83;travel assistance
9419;354.89;286.06;broken windows
9420;1411.18;57.35;travel assistance
9420;1411.18;1178.34;negligence
9420;1411.18;120.32;travel assistance
9420;1411.18;55.17;travel assistance
9439;475.98;0;complaint
9439;475.98;475.98;complaint
9450;379.45;379.45;travel assistance
9453;236.01;236.01;broken windows
9470;1015;1015;negligence
9481;93.12;93.12;travel assistance
9498;262.89;262.89;broken windows
9502;52.09;52.09;travel assistance
9527;380.19;380.19;travel assistance
9540;441;441;negligence
9604;89.66;89.66;travel assistance
9619;66.06;66.06;travel assistance
9675;673.88;472.03;broken windows
9675;673.88;124.59;travel assistance
9675;673.88;77.26;travel assistance
9701;72.9;72.9;travel assistance
9702;882;882;negligence
9714;103.02;103.02;travel assistance
9741;373.12;373.12;broken windows
9742;52.09;52.09;travel assistance
9744;358.17;358.17;complaint
9748;70.97;70.97;travel assistance
9754;96.41;96.41;complaint
9762;49.95;49.95;travel assistance
9771;52.09;52.09;travel assistance
9793;58.67;58.67;travel assistance
9806;411.35;142.2;travel assistance
9806;411.35;130.49;travel assistance
9806;411.35;138.66;travel assistance
9807;157.59;77.25;travel assistance
9807;157.59;80.34;travel assistance
9812;376.74;376.74;broken windows
9814;336.72;336.72;broken windows
9815;124.45;51.95;travel assistance
9815;124.45;72.5;broken windows
9840;375.22;375.22;broken windows
9847;5803.44;118.7;travel assistance
9847;5803.44;5356.35;complaint
9847;5803.44;328.39;broken windows
9854;64.21;64.21;travel assistance
9859;2549.18;914.52;negligence
9859;2549.18;741;negligence
9859;2549.18;893.66;negligence
9860;181.12;36.96;broken windows
9860;181.12;144.16;travel assistance
9864;107.08;50.09;travel assistance
9864;107.08;56.99;travel assistance
9910;374.78;67.25;travel assistance
9910;374.78;52.09;travel assistance
9910;374.78;69.83;travel assistance
9910;374.78;67.25;travel assistance
9910;374.78;118.36;travel assistance
9921;66.2;66.2;travel assistance
9960;140.28;140.28;complaint
9973;101.15;101.15;travel assistance
9992;56.85;56.85;travel assistance
10013;447.1;257.45;all risks
10013;447.1;189.65;all risks
10023;570;570;complaint
10034;638.15;638.15;complaint
10037;52.09;52.09;travel assistance
10041;59.12;59.12;complaint
10049;184.64;119.27;travel assistance
10049;184.64;65.37;travel assistance
10052;882;882;negligence
10070;58.8;58.8;travel assistance
10080;818.1;818.1;travel assistance
10116;379.51;310.79;complaint
10116;379.51;68.72;travel assistance
10121;882;882;negligence
10129;64.21;64.21;travel assistance
10141;58.53;58.53;travel assistance
10159;342.12;277.91;broken windows
10159;342.12;64.21;travel assistance
10172;882;882;negligence
10231;823.42;823.42;negligence
10233;586.77;41.58;complaint
10233;586.77;545.19;broken windows
10240;980.87;882;negligence
10240;980.87;98.87;travel assistance
10250;119.06;67.11;travel assistance
10250;119.06;51.95;travel assistance
10272;124.47;58.67;travel assistance
10272;124.47;65.8;travel assistance
10281;51.95;51.95;travel assistance
10282;202.71;125.27;broken windows
10282;202.71;77.44;broken windows
10286;908.78;908.78;negligence
10294;113.83;113.83;travel assistance
10315;146.27;70.05;travel assistance
10315;146.27;76.22;travel assistance
10316;6502.64;6405.79;negligence
10316;6502.64;96.85;travel assistance
10318;882;882;negligence
10331;2390;2390;complaint
10337;196.14;196.14;travel assistance
10367;216.54;216.54;broken windows
10387;113.83;113.83;travel assistance
10396;59.71;59.71;travel assistance
10401;5220.74;5168.65;negligence
10401;5220.74;52.09;travel assistance
10409;146.32;98.42;complaint
10409;146.32;28.27;travel assistance
10409;146.32;19.63;travel assistance
10414;355.27;136.78;complaint
10414;355.27;202.84;negligence
10414;355.27;15.65;travel assistance
10421;52.09;52.09;travel assistance
10427;141.67;141.67;complaint
10428;80.95;80.95;complaint
10432;767.6;612.21;complaint
10432;767.6;155.39;complaint
10457;371.21;76.47;travel assistance
10457;371.21;107.87;travel assistance
10457;371.21;99.47;travel assistance
10457;371.21;87.4;travel assistance
10474;87.84;87.84;travel assistance
10480;1223.08;1223.08;all risks
10500;159.53;159.53;travel assistance
10503;105.02;105.02;travel assistance
10510;938.99;882;negligence
10510;938.99;56.99;travel assistance
10518;233.51;233.51;complaint
10530;71.97;71.97;travel assistance
10539;645.92;518.42;complaint
10539;645.92;31.53;travel assistance
10539;645.92;31.53;travel assistance
10539;645.92;64.45;travel assistance
10545;58.03;58.03;travel assistance
10549;67.11;67.11;travel assistance
10551;179.39;179.39;complaint
10560;11590.38;11590.38;negligence
10567;116.67;116.67;travel assistance
10572;562.45;562.45;travel assistance
10572;562.45;0;travel assistance
10576;652.16;652.16;complaint
10578;254.63;129.71;complaint
10578;254.63;124.92;travel assistance
10584;49.95;0;negligence
10584;49.95;49.95;travel assistance
10592;123.49;123.49;complaint
10593;882;882;negligence
10607;689.37;689.37;complaint
10608;437.43;437.43;complaint
10609;73.46;73.46;travel assistance
10617;51.95;51.95;travel assistance
10625;233.82;233.82;broken windows
10644;60.76;60.76;travel assistance
10703;220.89;220.89;travel assistance
10705;67.25;67.25;travel assistance
10707;73.97;73.97;travel assistance
10709;1792.55;1792.55;complaint
10717;58.03;58.03;travel assistance
10720;101.9;51.95;travel assistance
10720;101.9;49.95;travel assistance
10731;3166.04;277.96;travel assistance
10731;3166.04;2888.08;travel assistance
10776;181.46;77.44;broken windows
10776;181.46;104.02;broken windows
10784;882;882;negligence
10787;967.86;85.86;travel assistance
10787;967.86;882;negligence
10789;261.24;112.83;travel assistance
10789;261.24;148.41;complaint
10794;196.83;139.98;travel assistance
10794;196.83;56.85;travel assistance
10797;67.11;67.11;travel assistance
10801;311.83;311.83;broken windows
10805;105.02;105.02;travel assistance
10806;656.9;656.9;complaint
10808;491.31;429.18;complaint
10808;491.31;62.13;travel assistance
10813;172.19;117.26;complaint
10813;172.19;31.59;travel assistance
10813;172.19;23.34;travel assistance
10827;101.77;101.77;travel assistance
